99993,10,0,0
99994,10,0,0
99993,12,0,2
99991,13,0,1
99990,18,0,5
99990,22,0,4
99984,27,0,5
99977,30,0,3
99971,39,0,9
99968,48,0,9
99957,55,0,7
99949,65,0,10
99937,76,0,11
99919,90,0,14
99904,104,1,15
99892,116,3,14
99875,137,3,22
99849,163,4,28
99817,193,5,32
99800,215,4,22
99776,241,6,31
99738,271,13,37
99690,322,12,52
99633,378,13,58
99578,432,18,59
99521,483,23,57
99420,576,28,101
99336,665,28,93
99239,762,29,104
99116,880,34,129
98978,1017,33,143
98818,1173,41,170
98639,1347,50,192
98388,1587,56,250
98141,1820,67,255
97827,2121,79,326
97506,2433,85,336
97061,2853,109,454
96557,3332,139,525
95999,3864,164,575
95384,4476,171,648
94609,5208,211,794
93750,6031,249,897
92768,6978,281,1021
91643,8072,314,1172
90426,9235,369,1255
88988,10602,446,1497
87422,12106,506,1637
85626,13822,587,1883
83670,15687,675,2038
81475,17762,792,2269
79162,19949,929,2439
76590,22402,1046,2711
73887,24910,1234,2848
70983,27630,1421,3089
67941,30404,1682,3227
64699,33363,1964,3476
61575,36138,2315,3407
58346,39073,2610,3600
55119,41942,2967,3603
51871,44681,3474,3653
48839,47323,3869,3543
46032,49574,4421,3370
43442,51574,5013,3240
41097,53298,5636,3088
38995,54568,6466,2867
37352,55373,7304,2550
36002,55856,8175,2383
35013,55967,9047,2158
34460,55636,9932,1864
34330,54908,10793,1621
34529,53729,11768,1381
34897,52250,12875,1291
35748,50465,13802,1084
36779,48381,14832,962
38074,46021,15836,773
39638,43547,16617,720
41422,40708,17428,600
43464,37713,18045,502
45585,34755,18525,457
47891,31776,18857,403
50231,28890,19058,331
52561,26172,19111,313
55026,23512,18977,233
57546,21131,18535,243
59969,18825,18195,173
62451,16658,17655,143
64860,14709,16987,126
67119,12855,16348,128
69249,11156,15700,113
71461,9676,14779,94
73533,8406,13809,67
75385,7311,12903,67
77138,6355,11975,64
78782,5558,11028,55
80334,4861,10089,48
81699,4240,9266,53
82905,3647,8573,44
84110,3195,7761,44
85211,2762,7034,46
86103,2399,6459,38
86989,2118,5811,41
87777,1857,5249,33
88490,1641,4706,42
89156,1517,4145,43
89678,1384,3735,53
90129,1312,3347,48
90557,1232,2982,55
90942,1165,2659,50
91258,1121,2383,60
91560,1084,2114,49
91789,1067,1890,55
91974,1078,1694,82
92109,1108,1528,94
92274,1131,1345,70
92375,1166,1206,84
92477,1201,1066,75
92572,1238,937,89
92608,1314,831,106
92628,1394,736,121
92609,1481,673,122
92582,1564,619,118
92526,1662,577,132
92474,1767,522,140
92381,1896,490,170
92296,2017,452,158
92164,2177,422,197
92025,2330,406,194
91866,2520,377,221
91684,2702,373,233
91498,2891,369,240
91290,3101,363,260
91046,3343,364,300
90798,3577,375,299
90546,3836,375,312
90234,4106,413,359
89918,4388,443,357
89552,4745,449,424
89246,5045,456,373
88878,5396,470,435
88414,5803,525,507
87974,6214,557,503
87525,6623,597,513
87036,7079,628,560
86510,7541,688,608
86021,7990,722,584
85482,8495,746,642
84943,8987,791,649
84338,9561,828,730
83688,10181,858,774
83126,10683,924,700
