"sampno","tshift","desired_mode","viral_peak","obs_sd","sd_mod","sd_mod_wane","true_0","intercept","LOD","incu","t_switch","level_switch","wane_rate2","prob_detect","lnlike"
1,0,5,19.73598747,5,0.788828786,14,45,40,3,5,13.29211948,38,1000,0.103299323,-5618.24465578066
6,0,4.93638378815307,19.759334814564,5,0.793831288395885,14,45,40,3,5,13.29211948,38,1000,0.103299323,-5589.25452509259
11,0,4.93638378815307,19.759334814564,5,0.793831288395885,14.1337724280795,45,40,3,5,13.2586145593737,38,1000,0.214430184756253,-5443.64578062912
16,0,4.93638378815307,19.7623812189419,5.01226512152766,0.756238911204766,14.2169511574988,45,40,3,5,13.2181125558004,38,1000,0.214430184756253,-5432.6909328233
21,0,4.91507919538777,19.7623812189419,5.01226512152766,0.756238911204766,14.2169511574988,45,40,3,5,13.2181125558004,38,1000,0.214430184756253,-5423.96876421937
26,0,4.91507919538777,19.7623812189419,5.01226512152766,0.756238911204766,14.3957576202098,45,40,3,5,13.2181125558004,38,1000,0.214430184756253,-5423.94281824686
31,0,4.79469886522419,19.7899834555934,5.01226512152766,0.734899103402748,14.513490064639,45,40,3,5,13.2181125558004,38,1000,0.214430184756253,-5375.46196306424
36,0,4.79469886522419,19.7899834555934,5.01226512152766,0.734899103402748,14.513490064639,45,40,3,5,13.2138470941333,38,1000,0.214430184756253,-5374.89062583892
41,0,4.79469886522419,19.7899834555934,5.01226512152766,0.734899103402748,14.5016879069081,45,40,3,5,13.2138470941333,38,1000,0.214430184756253,-5374.89233588221
46,0,4.60559343477671,19.9020083305046,5.01226512152766,0.734899103402748,14.5016879069081,45,40,3,5,13.2138470941333,38,1000,0.214430184756253,-5305.63355202946
51,0,4.60559343477671,19.9020083305046,5.01226512152766,0.734899103402748,14.4813395615736,45,40,3,5,13.2072819241363,38,1000,0.214980533336299,-5304.87764263161
56,0,4.60559343477671,19.9385207479011,5.02059448042816,0.740948814190225,14.5948142258754,45,40,3,5,13.2072819241363,38,1000,0.214980533336299,-5301.62268571887
61,0,4.47316021183228,20.0575341927908,5.02059448042816,0.740948814190225,14.5948142258754,45,40,3,5,13.2072819241363,38,1000,0.214980533336299,-5257.33580958452
66,0,4.47316021183228,20.0575341927908,5.02059448042816,0.637403088862401,14.5418729938623,45,40,3,5,13.2072819241363,38,1000,0.214980533336299,-5254.85181017244
71,0,4.47316021183228,20.0739550715758,5.02059448042816,0.615383701271079,14.5145760050587,45,40,3,5,13.2072819241363,38,1000,0.214980533336299,-5253.95913240845
76,0,4.47316021183228,20.0739550715758,5.02059448042816,0.615383701271079,14.5145760050587,45,40,3,5,13.1044600025681,38,1000,0.214980533336299,-5241.21033748206
81,0,4.47316021183228,20.0739550715758,5.1461162859987,0.615383701271079,14.7319959625799,45,40,3,5,13.1044600025681,38,1000,0.194662916554142,-5209.40797733168
86,0,4.47316021183228,20.1090521735162,5.29985982596928,0.615383701271079,14.7319959625799,45,40,3,5,13.1044600025681,38,1000,0.194662916554142,-5175.30238412015
91,0,4.37223909907316,20.1090521735162,5.29985982596928,0.615383701271079,14.6651161222444,45,40,3,5,13.0087326158521,38,1000,0.194662916554142,-5139.91449640295
96,0,4.37223909907316,20.2892917200103,5.29985982596928,0.531578834190206,14.561275194854,45,40,3,5,13.0087326158521,38,1000,0.194662916554142,-5133.56169072803
101,0,4.37461915679637,20.2892917200103,5.29985982596928,0.531578834190206,14.561275194854,45,40,3,5,13.0087326158521,38,1000,0.194662916554142,-5134.10195525126
106,0,4.37461915679637,20.2892917200103,5.29985982596928,0.531578834190206,14.5090322062023,45,40,3,5,13.0087326158521,38,1000,0.194662916554142,-5134.13163126139
111,0,4.33644416913056,20.4260609222032,5.29853865640505,0.531578834190206,14.3156614819673,45,40,3,5,13.0087326158521,38,1000,0.194662916554142,-5122.51773873323
